customer_key,customer_id,first_name,last_name,full_name,email,phone,country,city,location_key,kyc_status,preferred_channel,join_date,customer_segment,is_fraud_target
7659,NAB-C007659,Emmanuel,Lewis,Emmanuel Lewis,emmanuel.lewis7659@email.com,+2348235427295,Canada,Calgary,38,Verified,Web Banking,2020-02-18,Premium,0
7660,NAB-C007660,Hadiza,Oduya,Hadiza Oduya,hadiza.oduya7660@email.com,+2348570827376,United States,Phoenix,34,Verified,Web Banking,2023-04-04,SME,0
7661,NAB-C007661,Chukwuemeka,Williams,Chukwuemeka Williams,chukwuemeka.williams7661@email.com,+2347785783337,France,Marseille,47,Verified,Web Banking,2021-01-10,Corporate,0
7662,NAB-C007662,Aisha,Yakubu,Aisha Yakubu,aisha.yakubu7662@email.com,+2349004845879,Canada,Montreal,37,Expired,ATM,2022-04-21,Corporate,0
7663,NAB-C007663,Chukwuemeka,Davies,Chukwuemeka Davies,chukwuemeka.davies7663@email.com,+2347226958673,United Kingdom,Glasgow,13,Verified,Web Banking,2023-06-02,Retail,0
7664,NAB-C007664,Samuel,Jones,Samuel Jones,samuel.jones7664@email.com,+2348052110977,South Africa,Pretoria,23,Expired,Mobile Banking,2020-12-02,Retail,0
7665,NAB-C007665,Amelia,Mokoena,Amelia Mokoena,amelia.mokoena7665@email.com,+2348856238466,Nigeria,Ibadan,5,Verified,Web Banking,2021-08-28,Corporate,0
7666,NAB-C007666,Oliver,Agyei,Oliver Agyei,oliver.agyei7666@email.com,+2347052155088,South Africa,Pretoria,23,Verified,Mobile Banking,2022-04-17,Retail,0
7667,NAB-C007667,Joy,Hernandez,Joy Hernandez,joy.hernandez7667@email.com,+2348404642041,France,Toulouse,48,Verified,ATM,2020-06-25,Premium,0
7668,NAB-C007668,Maria,Mthembu,Maria Mthembu,maria.mthembu7668@email.com,+2348362050144,United Kingdom,Manchester,10,Pending,Web Banking,2020-05-11,Corporate,0
7669,NAB-C007669,Charlotte,Adeyemi,Charlotte Adeyemi,charlotte.adeyemi7669@email.com,+2347746554980,Nigeria,Enugu,7,Verified,Mobile Banking,2022-04-13,SME,0
7670,NAB-C007670,Faith,Rodriguez,Faith Rodriguez,faith.rodriguez7670@email.com,+2348632628199,Canada,Toronto,35,Verified,Web Banking,2021-01-03,SME,0
7671,NAB-C007671,Ngozi,Williams,Ngozi Williams,ngozi.williams7671@email.com,+2349034596056,Ghana,Tamale,17,Verified,POS,2021-09-20,Corporate,0
7672,NAB-C007672,James,Hughes,James Hughes,james.hughes7672@email.com,+2347309692284,Canada,Vancouver,36,Verified,POS,2021-07-20,SME,0
7673,NAB-C007673,Mercy,Mthembu,Mercy Mthembu,mercy.mthembu7673@email.com,+2347766547544,United States,Phoenix,34,Verified,Mobile Banking,2019-12-07,Premium,0
7674,NAB-C007674,Faith,Darko,Faith Darko,faith.darko7674@email.com,+2347427950443,Canada,Ottawa,39,Verified,Mobile Banking,2021-11-26,Premium,0
7675,NAB-C007675,Ibrahim,Saleh,Ibrahim Saleh,ibrahim.saleh7675@email.com,+2347791566291,United States,New York,30,Verified,Branch,2021-04-28,Retail,0
7676,NAB-C007676,Kayode,Oduya,Kayode Oduya,kayode.oduya7676@email.com,+2348430522822,Nigeria,Lagos,1,Verified,Mobile Banking,2022-02-08,Corporate,0
7677,NAB-C007677,Ronke,Adewale,Ronke Adewale,ronke.adewale7677@email.com,+2347860427040,France,Nice,49,Verified,Web Banking,2019-11-23,SME,0
7678,NAB-C007678,Edward,Martinez,Edward Martinez,edward.martinez7678@email.com,+2347597572780,United Kingdom,Leeds,12,Expired,Branch,2023-08-19,Premium,0
7679,NAB-C007679,George,Obiora,George Obiora,george.obiora7679@email.com,+2348642508799,Ghana,Kumasi,16,Verified,Mobile Banking,2020-06-11,Retail,0
7680,NAB-C007680,Bello,Davis,Bello Davis,bello.davis7680@email.com,+2347076697359,United Kingdom,Glasgow,13,Verified,Mobile Banking,2023-10-04,Premium,0
7681,NAB-C007681,Abdullahi,Okonkwo,Abdullahi Okonkwo,abdullahi.okonkwo7681@email.com,+2347950682184,Nigeria,Kano,3,Expired,Web Banking,2020-09-04,Premium,0
7682,NAB-C007682,James,Saleh,James Saleh,james.saleh7682@email.com,+2348918541689,United Kingdom,London,9,Verified,ATM,2022-12-23,SME,0
7683,NAB-C007683,Femi,Hernandez,Femi Hernandez,femi.hernandez7683@email.com,+2348332802123,Nigeria,Lagos,1,Expired,Web Banking,2023-03-19,SME,0
7684,NAB-C007684,Daniel,Adeyemi,Daniel Adeyemi,daniel.adeyemi7684@email.com,+2347566978776,Canada,Calgary,38,Verified,POS,2019-02-19,Retail,0
7685,NAB-C007685,Maria,Obi,Maria Obi,maria.obi7685@email.com,+2348575310306,UAE,Sharjah,52,Pending,Mobile Banking,2020-03-07,Premium,0
7686,NAB-C007686,Fatima,Ambode,Fatima Ambode,fatima.ambode7686@email.com,+2347509333430,Nigeria,Abuja,2,Expired,ATM,2023-07-31,SME,0
7687,NAB-C007687,Fatima,Ali,Fatima Ali,fatima.ali7687@email.com,+2348603587046,Nigeria,Port Harcourt,4,Pending,Branch,2022-01-25,Corporate,0
7688,NAB-C007688,Fatima,Wike,Fatima Wike,fatima.wike7688@email.com,+2348907545494,Nigeria,Benin City,8,Verified,Web Banking,2020-01-28,Premium,0
7689,NAB-C007689,Thomas,Smith,Thomas Smith,thomas.smith7689@email.com,+2347601600424,UAE,Dubai,50,Verified,Web Banking,2021-02-25,Corporate,0
7690,NAB-C007690,Ramatu,Saleh,Ramatu Saleh,ramatu.saleh7690@email.com,+2348698441930,Nigeria,Kano,3,Verified,Web Banking,2022-12-17,Corporate,0
7691,NAB-C007691,Faith,Sithole,Faith Sithole,faith.sithole7691@email.com,+2347200983457,Nigeria,Enugu,7,Verified,Branch,2021-05-01,Premium,0
7692,NAB-C007692,Sade,Eze,Sade Eze,sade.eze7692@email.com,+2347640885145,United Kingdom,Glasgow,13,Verified,POS,2019-06-06,Premium,0
7693,NAB-C007693,Hadiza,Mensah,Hadiza Mensah,hadiza.mensah7693@email.com,+2347150725631,Germany,Hamburg,42,Verified,Web Banking,2023-06-15,Retail,0
7694,NAB-C007694,Daniel,Nwachukwu,Daniel Nwachukwu,daniel.nwachukwu7694@email.com,+2348790765870,United States,Chicago,32,Verified,Web Banking,2023-04-12,Retail,0
7695,NAB-C007695,Kojo,Thomas,Kojo Thomas,kojo.thomas7695@email.com,+2347049339050,Nigeria,Enugu,7,Verified,Web Banking,2023-05-09,Premium,0
7696,NAB-C007696,Miguel,Nwachukwu,Miguel Nwachukwu,miguel.nwachukwu7696@email.com,+2347582497090,United Kingdom,Manchester,10,Verified,Web Banking,2020-10-10,Retail,0
7697,NAB-C007697,Yusuf,Bello,Yusuf Bello,yusuf.bello7697@email.com,+2348729341091,Nigeria,Abuja,2,Verified,Mobile Banking,2023-07-17,SME,0
7698,NAB-C007698,Toyin,Garcia,Toyin Garcia,toyin.garcia7698@email.com,+2347009074871,Nigeria,Kaduna,6,Verified,ATM,2022-04-03,Premium,0
7699,NAB-C007699,Isabella,Evans,Isabella Evans,isabella.evans7699@email.com,+2348986217280,Nigeria,Enugu,7,Verified,Web Banking,2019-12-14,Corporate,0
7700,NAB-C007700,Lindiwe,Ali,Lindiwe Ali,lindiwe.ali7700@email.com,+2347448088015,Germany,Munich,41,Pending,Mobile Banking,2020-02-19,Premium,0
7701,NAB-C007701,David,Hassan,David Hassan,david.hassan7701@email.com,+2347037220531,Germany,Hamburg,42,Verified,Mobile Banking,2023-02-14,Corporate,0
7702,NAB-C007702,Gbenga,Zulu,Gbenga Zulu,gbenga.zulu7702@email.com,+2347937035898,United Kingdom,Glasgow,13,Verified,ATM,2020-03-06,SME,0
7703,NAB-C007703,Gbenga,Chukwu,Gbenga Chukwu,gbenga.chukwu7703@email.com,+2347213162426,Canada,Toronto,35,Verified,Mobile Banking,2023-05-29,Premium,0
7704,NAB-C007704,Ama,Osei,Ama Osei,ama.osei7704@email.com,+2347670886057,Canada,Calgary,38,Verified,Web Banking,2019-04-25,Retail,0
7705,NAB-C007705,Sophie,Adewale,Sophie Adewale,sophie.adewale7705@email.com,+2347371396980,Nigeria,Port Harcourt,4,Pending,Web Banking,2022-04-14,SME,0
7706,NAB-C007706,Zanele,Martinez,Zanele Martinez,zanele.martinez7706@email.com,+2348932061603,Nigeria,Benin City,8,Verified,Mobile Banking,2020-03-06,SME,0
7707,NAB-C007707,Ibrahim,Nwosu,Ibrahim Nwosu,ibrahim.nwosu7707@email.com,+2347208878745,Nigeria,Benin City,8,Verified,Web Banking,2019-08-30,Corporate,0
7708,NAB-C007708,Michael,Ibrahim,Michael Ibrahim,michael.ibrahim7708@email.com,+2347251687343,Nigeria,Kaduna,6,Pending,Mobile Banking,2022-06-11,Corporate,0
7709,NAB-C007709,Sipho,Nxumalo,Sipho Nxumalo,sipho.nxumalo7709@email.com,+2348296043252,United Kingdom,Leeds,12,Pending,Web Banking,2022-09-12,Retail,0
7710,NAB-C007710,Blessing,Eze,Blessing Eze,blessing.eze7710@email.com,+2347759925291,Kenya,Nairobi,25,Verified,Branch,2022-07-27,Premium,0
7711,NAB-C007711,Folake,Idris,Folake Idris,folake.idris7711@email.com,+2347989093070,Ghana,Cape Coast,19,Verified,Mobile Banking,2021-08-26,Corporate,0
7712,NAB-C007712,Babatunde,Lewis,Babatunde Lewis,babatunde.lewis7712@email.com,+2347548840748,United Kingdom,Leeds,12,Expired,Branch,2019-05-30,Retail,0
7713,NAB-C007713,Aliyu,Perez,Aliyu Perez,aliyu.perez7713@email.com,+2348641553082,South Africa,Johannesburg,20,Verified,Branch,2020-08-23,Corporate,0
7714,NAB-C007714,Amina,Davis,Amina Davis,amina.davis7714@email.com,+2348506780837,Nigeria,Kano,3,Verified,Mobile Banking,2021-07-19,Corporate,0
7715,NAB-C007715,Joy,Eze,Joy Eze,joy.eze7715@email.com,+2348484302958,Canada,Montreal,37,Verified,Web Banking,2022-04-24,Retail,0
7716,NAB-C007716,Funke,Davies,Funke Davies,funke.davies7716@email.com,+2347411563070,Nigeria,Lagos,1,Verified,Mobile Banking,2021-01-14,Retail,0
7717,NAB-C007717,Michael,Sithole,Michael Sithole,michael.sithole7717@email.com,+2347412106059,United States,New York,30,Verified,Web Banking,2020-10-10,Retail,0
7718,NAB-C007718,Lindiwe,Gonzalez,Lindiwe Gonzalez,lindiwe.gonzalez7718@email.com,+2347183836620,United Kingdom,London,9,Verified,Web Banking,2020-03-08,SME,0
7719,NAB-C007719,Lily,Thomas,Lily Thomas,lily.thomas7719@email.com,+2347078096250,Nigeria,Benin City,8,Verified,Mobile Banking,2023-09-26,SME,0
7720,NAB-C007720,Lindiwe,Garcia,Lindiwe Garcia,lindiwe.garcia7720@email.com,+2349079935683,Nigeria,Lagos,1,Verified,POS,2023-09-20,Corporate,0
7721,NAB-C007721,Aisha,Davis,Aisha Davis,aisha.davis7721@email.com,+2347241077167,UAE,Sharjah,52,Pending,Mobile Banking,2021-10-31,Premium,0
7722,NAB-C007722,Toyin,Okafor,Toyin Okafor,toyin.okafor7722@email.com,+2347320561773,Nigeria,Ibadan,5,Verified,ATM,2019-11-02,Retail,0
7723,NAB-C007723,Akosua,Sithole,Akosua Sithole,akosua.sithole7723@email.com,+2347213952982,Ghana,Accra,15,Expired,Mobile Banking,2019-06-26,Retail,0
7724,NAB-C007724,Kayode,Ndlovu,Kayode Ndlovu,kayode.ndlovu7724@email.com,+2348961037392,Germany,Hamburg,42,Verified,ATM,2019-03-08,SME,0
7725,NAB-C007725,Femi,Yakubu,Femi Yakubu,femi.yakubu7725@email.com,+2347726003523,Ghana,Sekondi-Takoradi,18,Verified,Mobile Banking,2021-09-22,SME,0
7726,NAB-C007726,Babatunde,Musa,Babatunde Musa,babatunde.musa7726@email.com,+2348647414917,Nigeria,Abuja,2,Verified,Mobile Banking,2021-04-13,SME,0
7727,NAB-C007727,Henry,Musa,Henry Musa,henry.musa7727@email.com,+2348153832336,South Africa,Cape Town,21,Verified,Mobile Banking,2022-10-17,Retail,0
7728,NAB-C007728,Gbenga,Rodriguez,Gbenga Rodriguez,gbenga.rodriguez7728@email.com,+2347335137522,UAE,Ras Al Khaimah,54,Verified,POS,2020-09-02,Premium,0
7729,NAB-C007729,Bukola,Osei,Bukola Osei,bukola.osei7729@email.com,+2348856251906,Nigeria,Abuja,2,Pending,Branch,2023-05-13,Corporate,0
7730,NAB-C007730,Suleiman,Wike,Suleiman Wike,suleiman.wike7730@email.com,+2348060048776,United Kingdom,Manchester,10,Verified,Mobile Banking,2023-04-04,Retail,0
7731,NAB-C007731,Musa,Darko,Musa Darko,musa.darko7731@email.com,+2347438310774,Nigeria,Ibadan,5,Verified,Mobile Banking,2019-01-26,Premium,0
7732,NAB-C007732,Charlotte,Miller,Charlotte Miller,charlotte.miller7732@email.com,+2348725107098,Nigeria,Abuja,2,Verified,POS,2022-10-13,Retail,0
7733,NAB-C007733,Thabo,Obi,Thabo Obi,thabo.obi7733@email.com,+2347815128917,Nigeria,Ibadan,5,Verified,ATM,2021-10-13,SME,0
7734,NAB-C007734,Sofia,Owusu,Sofia Owusu,sofia.owusu7734@email.com,+2347718578601,France,Toulouse,48,Expired,Mobile Banking,2023-06-25,Corporate,0
7735,NAB-C007735,Bola,Abubakar,Bola Abubakar,bola.abubakar7735@email.com,+2347899990244,Kenya,Nairobi,25,Verified,ATM,2022-04-15,SME,0
7736,NAB-C007736,Amina,Ndlovu,Amina Ndlovu,amina.ndlovu7736@email.com,+2347604264736,Kenya,Eldoret,29,Verified,Mobile Banking,2020-10-16,Premium,0
7737,NAB-C007737,Ronke,Miller,Ronke Miller,ronke.miller7737@email.com,+2348029788941,Ghana,Sekondi-Takoradi,18,Pending,Mobile Banking,2023-10-06,Retail,0
7738,NAB-C007738,Joy,Johnson,Joy Johnson,joy.johnson7738@email.com,+2349044768824,Nigeria,Port Harcourt,4,Expired,Web Banking,2022-07-20,Corporate,0
7739,NAB-C007739,Emmanuel,Saleh,Emmanuel Saleh,emmanuel.saleh7739@email.com,+2348424193063,Nigeria,Lagos,1,Verified,Mobile Banking,2021-05-28,Corporate,0
7740,NAB-C007740,William,Chukwu,William Chukwu,william.chukwu7740@email.com,+2347512731133,Nigeria,Kaduna,6,Verified,Web Banking,2019-10-13,Premium,0
7741,NAB-C007741,Blessing,Chukwu,Blessing Chukwu,blessing.chukwu7741@email.com,+2348309486874,Nigeria,Kaduna,6,Verified,Mobile Banking,2021-03-11,Corporate,0
7742,NAB-C007742,James,Idris,James Idris,james.idris7742@email.com,+2347132792686,United States,New York,30,Verified,Web Banking,2020-07-29,SME,0
7743,NAB-C007743,Edward,Garcia,Edward Garcia,edward.garcia7743@email.com,+2347533272224,France,Nice,49,Verified,Web Banking,2019-06-18,Premium,0
7744,NAB-C007744,Garba,Johnson,Garba Johnson,garba.johnson7744@email.com,+2347868430695,Nigeria,Port Harcourt,4,Verified,ATM,2019-10-08,Premium,0
7745,NAB-C007745,Kemi,Brown,Kemi Brown,kemi.brown7745@email.com,+2347049624046,Ghana,Sekondi-Takoradi,18,Verified,Mobile Banking,2021-03-05,Retail,0
7746,NAB-C007746,Patience,Mensah,Patience Mensah,patience.mensah7746@email.com,+2348594470825,Nigeria,Kaduna,6,Verified,Mobile Banking,2019-06-11,SME,0
7747,NAB-C007747,Edward,Martinez,Edward Martinez,edward.martinez7747@email.com,+2348775193086,Nigeria,Benin City,8,Expired,ATM,2021-01-18,SME,0
7748,NAB-C007748,William,Ambode,William Ambode,william.ambode7748@email.com,+2348595916781,Nigeria,Kaduna,6,Pending,Web Banking,2021-11-09,Premium,0
7749,NAB-C007749,Amina,Gonzalez,Amina Gonzalez,amina.gonzalez7749@email.com,+2347998121727,Nigeria,Benin City,8,Verified,POS,2021-05-04,Premium,0
7750,NAB-C007750,Toyin,Buhari,Toyin Buhari,toyin.buhari7750@email.com,+2349095155122,Nigeria,Port Harcourt,4,Verified,Branch,2020-12-27,SME,0
7751,NAB-C007751,Femi,Hernandez,Femi Hernandez,femi.hernandez7751@email.com,+2347095376716,Germany,Munich,41,Pending,Web Banking,2019-07-30,Corporate,0
7752,NAB-C007752,Peace,Taylor,Peace Taylor,peace.taylor7752@email.com,+2349010883459,Ghana,Kumasi,16,Verified,ATM,2019-05-06,Premium,0
7753,NAB-C007753,Fatima,Hughes,Fatima Hughes,fatima.hughes7753@email.com,+2347316998427,South Africa,Pretoria,23,Verified,Mobile Banking,2019-12-23,Retail,0
7754,NAB-C007754,Luis,Eze,Luis Eze,luis.eze7754@email.com,+2348078672803,Ghana,Sekondi-Takoradi,18,Expired,ATM,2019-09-29,Premium,0
7755,NAB-C007755,Toyin,Zulu,Toyin Zulu,toyin.zulu7755@email.com,+2348524189716,United States,Chicago,32,Verified,ATM,2020-02-09,SME,0
7756,NAB-C007756,Kofi,Darko,Kofi Darko,kofi.darko7756@email.com,+2347827935074,South Africa,Port Elizabeth,24,Verified,Mobile Banking,2019-04-17,SME,0
7757,NAB-C007757,Harry,Dlamini,Harry Dlamini,harry.dlamini7757@email.com,+2348301620831,Germany,Berlin,40,Pending,Web Banking,2022-12-06,Corporate,0
7758,NAB-C007758,Yetunde,Hernandez,Yetunde Hernandez,yetunde.hernandez7758@email.com,+2348215397012,United Kingdom,Manchester,10,Verified,ATM,2023-03-22,Corporate,0
7759,NAB-C007759,Sofia,Mensah,Sofia Mensah,sofia.mensah7759@email.com,+2347565419125,France,Paris,45,Verified,Mobile Banking,2020-08-17,SME,0
7760,NAB-C007760,Mariam,Perez,Mariam Perez,mariam.perez7760@email.com,+2347207158132,Nigeria,Benin City,8,Verified,Mobile Banking,2020-09-04,Corporate,0
7761,NAB-C007761,Funke,Musa,Funke Musa,funke.musa7761@email.com,+2348673695661,Kenya,Nairobi,25,Verified,ATM,2021-05-31,SME,0
7762,NAB-C007762,Joy,Asante,Joy Asante,joy.asante7762@email.com,+2347307449969,South Africa,Pretoria,23,Verified,Mobile Banking,2020-04-12,SME,0
7763,NAB-C007763,Abena,Sanwo,Abena Sanwo,abena.sanwo7763@email.com,+2349046069223,Nigeria,Ibadan,5,Pending,Web Banking,2022-12-18,Retail,0
7764,NAB-C007764,Camila,Fashola,Camila Fashola,camila.fashola7764@email.com,+2349008225324,United States,Chicago,32,Verified,Mobile Banking,2020-06-27,SME,0
7765,NAB-C007765,Olivia,Smith,Olivia Smith,olivia.smith7765@email.com,+2348025210072,Nigeria,Abuja,2,Verified,POS,2020-02-21,Corporate,0
7766,NAB-C007766,Garba,Smith,Garba Smith,garba.smith7766@email.com,+2348830289311,France,Lyon,46,Verified,Web Banking,2023-03-23,Premium,0
7767,NAB-C007767,Fatima,Perez,Fatima Perez,fatima.perez7767@email.com,+2347973134488,United Kingdom,Liverpool,14,Verified,ATM,2019-01-29,SME,0
7768,NAB-C007768,Kayode,Adeyemi,Kayode Adeyemi,kayode.adeyemi7768@email.com,+2347015864044,Nigeria,Kano,3,Verified,POS,2023-02-24,SME,0
7769,NAB-C007769,Ronke,Ambode,Ronke Ambode,ronke.ambode7769@email.com,+2348352124985,Nigeria,Port Harcourt,4,Expired,Web Banking,2020-06-17,Corporate,0
7770,NAB-C007770,Samuel,Hassan,Samuel Hassan,samuel.hassan7770@email.com,+2347067209947,South Africa,Durban,22,Verified,Mobile Banking,2022-06-09,Premium,0
7771,NAB-C007771,Musa,Wilson,Musa Wilson,musa.wilson7771@email.com,+2348981323217,United States,Chicago,32,Verified,Web Banking,2019-06-28,Corporate,0
7772,NAB-C007772,Folake,Nwachukwu,Folake Nwachukwu,folake.nwachukwu7772@email.com,+2348036373138,United States,Phoenix,34,Verified,ATM,2021-06-17,SME,0
7773,NAB-C007773,Kayode,Wike,Kayode Wike,kayode.wike7773@email.com,+2347611784943,Nigeria,Kaduna,6,Pending,Mobile Banking,2019-03-14,Retail,0
7774,NAB-C007774,Yetunde,Gonzalez,Yetunde Gonzalez,yetunde.gonzalez7774@email.com,+2349004397036,Kenya,Eldoret,29,Verified,Mobile Banking,2021-05-20,Retail,0
7775,NAB-C007775,Patience,Fashola,Patience Fashola,patience.fashola7775@email.com,+2347533583713,South Africa,Port Elizabeth,24,Verified,Web Banking,2022-08-01,SME,0
7776,NAB-C007776,Oliver,Ibrahim,Oliver Ibrahim,oliver.ibrahim7776@email.com,+2347442596888,United States,Houston,33,Verified,Mobile Banking,2023-02-06,Retail,0
7777,NAB-C007777,Garba,Mensah,Garba Mensah,garba.mensah7777@email.com,+2348879689147,Ghana,Tamale,17,Expired,POS,2021-12-03,Premium,0
7778,NAB-C007778,Ahmed,Nwosu,Ahmed Nwosu,ahmed.nwosu7778@email.com,+2347843927616,Ghana,Tamale,17,Verified,POS,2023-04-02,SME,0
7779,NAB-C007779,Zainab,Mthembu,Zainab Mthembu,zainab.mthembu7779@email.com,+2348587083488,South Africa,Pretoria,23,Verified,Mobile Banking,2020-10-17,Premium,0
7780,NAB-C007780,Gbenga,Sani,Gbenga Sani,gbenga.sani7780@email.com,+2347522572195,Nigeria,Lagos,1,Verified,Branch,2021-09-18,Premium,0
7781,NAB-C007781,Akosua,Bello,Akosua Bello,akosua.bello7781@email.com,+2347980067080,Nigeria,Benin City,8,Pending,Mobile Banking,2020-02-07,Corporate,0
7782,NAB-C007782,Chukwuemeka,Sithole,Chukwuemeka Sithole,chukwuemeka.sithole7782@email.com,+2347873081203,Nigeria,Abuja,2,Verified,Mobile Banking,2020-10-29,Corporate,0
7783,NAB-C007783,Patience,Obi,Patience Obi,patience.obi7783@email.com,+2347264461930,United Kingdom,Liverpool,14,Verified,Web Banking,2019-10-22,Premium,0
7784,NAB-C007784,Femi,Roberts,Femi Roberts,femi.roberts7784@email.com,+2347000114691,Nigeria,Port Harcourt,4,Pending,ATM,2023-06-01,SME,0
7785,NAB-C007785,Isabella,Omar,Isabella Omar,isabella.omar7785@email.com,+2347185572455,Nigeria,Port Harcourt,4,Verified,Web Banking,2021-03-31,Corporate,0
7786,NAB-C007786,Akosua,Saleh,Akosua Saleh,akosua.saleh7786@email.com,+2348296702512,Nigeria,Lagos,1,Pending,Web Banking,2023-10-22,Premium,0
7787,NAB-C007787,Femi,Martinez,Femi Martinez,femi.martinez7787@email.com,+2348374680200,Nigeria,Benin City,8,Verified,Mobile Banking,2023-07-08,Corporate,0
7788,NAB-C007788,Comfort,Hernandez,Comfort Hernandez,comfort.hernandez7788@email.com,+2348817625874,France,Paris,45,Verified,Mobile Banking,2019-03-06,Corporate,0
7789,NAB-C007789,Patience,Martinez,Patience Martinez,patience.martinez7789@email.com,+2348734619362,Ghana,Kumasi,16,Expired,ATM,2020-10-11,SME,0
7790,NAB-C007790,Michael,Owusu,Michael Owusu,michael.owusu7790@email.com,+2348919414195,Nigeria,Abuja,2,Verified,Web Banking,2023-10-02,SME,0
7791,NAB-C007791,Luis,Mthembu,Luis Mthembu,luis.mthembu7791@email.com,+2348332533446,Nigeria,Abuja,2,Verified,Mobile Banking,2020-05-06,Retail,0
7792,NAB-C007792,Folake,Nwosu,Folake Nwosu,folake.nwosu7792@email.com,+2348653861868,Nigeria,Port Harcourt,4,Verified,Mobile Banking,2019-06-24,Premium,0
7793,NAB-C007793,Fatima,Idris,Fatima Idris,fatima.idris7793@email.com,+2347823384623,United States,Los Angeles,31,Verified,Web Banking,2019-08-14,Premium,0
7794,NAB-C007794,Amina,Adewale,Amina Adewale,amina.adewale7794@email.com,+2348539536641,United Kingdom,London,9,Verified,POS,2021-12-29,Premium,0
7795,NAB-C007795,Sade,Ibrahim,Sade Ibrahim,sade.ibrahim7795@email.com,+2348184701688,Nigeria,Abuja,2,Verified,ATM,2022-12-03,Retail,0
7796,NAB-C007796,Efua,Agyei,Efua Agyei,efua.agyei7796@email.com,+2347043551202,South Africa,Durban,22,Verified,Mobile Banking,2020-06-10,SME,0
7797,NAB-C007797,Yetunde,Miller,Yetunde Miller,yetunde.miller7797@email.com,+2347624431633,Nigeria,Port Harcourt,4,Verified,Web Banking,2019-01-28,Corporate,0
7798,NAB-C007798,Akosua,Zulu,Akosua Zulu,akosua.zulu7798@email.com,+2347143283592,Nigeria,Ibadan,5,Verified,Mobile Banking,2023-06-21,Corporate,0
7799,NAB-C007799,Samuel,Gonzalez,Samuel Gonzalez,samuel.gonzalez7799@email.com,+2348179321511,Canada,Toronto,35,Verified,Web Banking,2019-10-25,Premium,0
7800,NAB-C007800,Ronke,Buhari,Ronke Buhari,ronke.buhari7800@email.com,+2348013014610,South Africa,Durban,22,Expired,Mobile Banking,2022-12-10,SME,0
7801,NAB-C007801,Thabo,Thomas,Thabo Thomas,thabo.thomas7801@email.com,+2348537316814,United States,Phoenix,34,Verified,POS,2023-10-08,Corporate,0
7802,NAB-C007802,Yetunde,Davies,Yetunde Davies,yetunde.davies7802@email.com,+2348829806954,United Kingdom,Birmingham,11,Verified,Mobile Banking,2020-07-07,Retail,0
7803,NAB-C007803,Valentina,Smith,Valentina Smith,valentina.smith7803@email.com,+2348213747816,United Kingdom,Liverpool,14,Verified,Mobile Banking,2022-01-25,SME,0
7804,NAB-C007804,Luis,Garcia,Luis Garcia,luis.garcia7804@email.com,+2347010628599,Canada,Ottawa,39,Verified,Web Banking,2022-09-13,Corporate,0
7805,NAB-C007805,Rotimi,Ali,Rotimi Ali,rotimi.ali7805@email.com,+2348398052542,Canada,Ottawa,39,Verified,ATM,2020-07-30,SME,0
7806,NAB-C007806,Bongani,Wilson,Bongani Wilson,bongani.wilson7806@email.com,+2347664817676,Nigeria,Benin City,8,Verified,Web Banking,2019-07-10,Corporate,0
7807,NAB-C007807,Abena,Okafor,Abena Okafor,abena.okafor7807@email.com,+2348802880685,South Africa,Cape Town,21,Verified,Mobile Banking,2023-11-06,Retail,0
7808,NAB-C007808,Jack,Taylor,Jack Taylor,jack.taylor7808@email.com,+2348096684276,United Kingdom,Glasgow,13,Expired,Mobile Banking,2023-09-29,Retail,0
7809,NAB-C007809,Kojo,Miller,Kojo Miller,kojo.miller7809@email.com,+2347611787312,United Kingdom,London,9,Verified,Web Banking,2023-09-03,Corporate,0
7810,NAB-C007810,Toyin,Garcia,Toyin Garcia,toyin.garcia7810@email.com,+2348446851076,Nigeria,Port Harcourt,4,Verified,Mobile Banking,2019-03-12,Premium,0
7811,NAB-C007811,Harry,Eze,Harry Eze,harry.eze7811@email.com,+2347712572095,Nigeria,Abuja,2,Verified,Mobile Banking,2019-07-08,Retail,0
7812,NAB-C007812,James,Rodriguez,James Rodriguez,james.rodriguez7812@email.com,+2348128154738,Nigeria,Kano,3,Verified,Web Banking,2019-09-05,SME,0
7813,NAB-C007813,Zainab,Thomas,Zainab Thomas,zainab.thomas7813@email.com,+2347370705663,Nigeria,Abuja,2,Verified,ATM,2021-06-27,Retail,0
7814,NAB-C007814,James,Okonkwo,James Okonkwo,james.okonkwo7814@email.com,+2348401759439,Ghana,Cape Coast,19,Verified,Branch,2020-12-30,Premium,0
7815,NAB-C007815,Kwame,Roberts,Kwame Roberts,kwame.roberts7815@email.com,+2348925338817,Nigeria,Abuja,2,Verified,Web Banking,2021-05-09,SME,0
7816,NAB-C007816,Musa,Fashola,Musa Fashola,musa.fashola7816@email.com,+2348470714424,Nigeria,Enugu,7,Verified,Mobile Banking,2019-11-09,Corporate,0
7817,NAB-C007817,Edward,Wilson,Edward Wilson,edward.wilson7817@email.com,+2349000004497,Nigeria,Abuja,2,Verified,Web Banking,2019-11-17,SME,0
7818,NAB-C007818,Charlotte,Roberts,Charlotte Roberts,charlotte.roberts7818@email.com,+2348551042063,Canada,Toronto,35,Verified,Mobile Banking,2020-07-06,Premium,0
7819,NAB-C007819,Harry,Omar,Harry Omar,harry.omar7819@email.com,+2348756870571,Nigeria,Abuja,2,Verified,POS,2022-12-19,SME,0
