account_key,account_id,customer_key,account_type,currency,credit_limit,current_balance,account_status,open_date,balance_tier
8272,NAB-A00008272,5843,Fixed Deposit,GBP,22924.5,17724.12,Active,2020-10-27,Mid
8273,NAB-A00008273,5843,Savings,GBP,10326.06,7932.02,Active,2020-10-22,Low
8274,NAB-A00008274,5844,Current,NGN,5352.1,4511.9,Active,2019-06-17,Low
8275,NAB-A00008275,5845,Savings,GHS,23218.03,21381.43,Active,2019-06-20,Mid
8276,NAB-A00008276,5845,Savings,GHS,22929.27,11101.02,Active,2019-06-20,Mid
8277,NAB-A00008277,5846,Current,USD,45708.3,28931.56,Suspended,2019-08-20,Mid
8278,NAB-A00008278,5846,Fixed Deposit,USD,92276.1,17171.22,Suspended,2019-08-21,Mid
8279,NAB-A00008279,5847,Current,USD,10119.12,8701.84,Active,2021-06-12,Low
8280,NAB-A00008280,5848,Savings,NGN,26130.95,4120.49,Active,2023-06-23,Low
8281,NAB-A00008281,5848,Savings,NGN,10050.59,8731.21,Active,2023-06-14,Low
8282,NAB-A00008282,5849,Fixed Deposit,NGN,52197.03,14863.36,Active,2019-12-16,Mid
8283,NAB-A00008283,5849,Savings,NGN,104708.36,20996.29,Active,2020-01-10,Mid
8284,NAB-A00008284,5849,Savings,NGN,25617.93,3048.34,Dormant,2019-12-20,Low
8285,NAB-A00008285,5850,Current,ZAR,97532.98,73635.0,Active,2022-01-07,High
8286,NAB-A00008286,5851,Savings,ZAR,9842.36,6895.79,Active,2023-08-19,Low
8287,NAB-A00008287,5851,Savings,ZAR,53916.89,10615.64,Active,2023-08-21,Mid
8288,NAB-A00008288,5852,Current,NGN,9592.52,7995.63,Suspended,2020-08-02,Low
8289,NAB-A00008289,5852,Savings,NGN,5238.05,3121.58,Active,2020-08-15,Low
8290,NAB-A00008290,5852,Current,NGN,5091.92,1457.86,Active,2020-08-04,Low
8291,NAB-A00008291,5853,Fixed Deposit,NGN,49688.66,16483.65,Active,2020-02-18,Mid
8292,NAB-A00008292,5854,Savings,GBP,22890.06,13109.05,Active,2020-11-05,Mid
8293,NAB-A00008293,5855,Savings,NGN,268207.81,209062.97,Active,2021-05-09,High
8294,NAB-A00008294,5856,Domiciliary,GBP,10578.73,5744.44,Dormant,2019-07-27,Low
8295,NAB-A00008295,5857,Premium,USD,4985.32,3166.23,Active,2022-12-12,Low
8296,NAB-A00008296,5858,Savings,GBP,4945.75,2454.82,Active,2022-07-25,Low
8297,NAB-A00008297,5858,Current,GBP,4786.09,1133.46,Active,2022-07-30,Low
8298,NAB-A00008298,5858,Savings,GBP,5232.43,678.89,Active,2022-07-22,Low
8299,NAB-A00008299,5859,Current,USD,46748.22,8541.66,Suspended,2021-02-09,Low
8300,NAB-A00008300,5860,Current,NGN,4520.86,374.29,Active,2021-09-11,Low
8301,NAB-A00008301,5861,Savings,USD,24289.75,10921.33,Active,2022-02-01,Mid
8302,NAB-A00008302,5861,Current,USD,10794.54,6132.08,Active,2022-02-16,Low
8303,NAB-A00008303,5862,Fixed Deposit,GBP,5371.06,2908.03,Closed,2020-07-11,Low
8304,NAB-A00008304,5863,Savings,GBP,4556.0,2459.2,Dormant,2023-01-14,Low
8305,NAB-A00008305,5863,Domiciliary,GBP,5478.66,928.56,Active,2023-01-01,Low
8306,NAB-A00008306,5864,Premium,GHS,54207.86,48622.63,Closed,2021-01-28,Mid
8307,NAB-A00008307,5864,Savings,GHS,102435.12,58827.33,Active,2021-01-05,High
8308,NAB-A00008308,5865,Savings,NGN,9622.86,5937.82,Active,2023-04-02,Low
8309,NAB-A00008309,5866,Savings,GHS,10997.84,9477.87,Active,2019-03-03,Low
8310,NAB-A00008310,5866,Domiciliary,GHS,26155.04,21504.53,Dormant,2019-03-03,Mid
8311,NAB-A00008311,5867,Current,USD,5208.02,4829.64,Active,2022-03-26,Low
8312,NAB-A00008312,5868,Savings,GHS,273974.11,235586.83,Active,2019-03-29,High
8313,NAB-A00008313,5869,Savings,NGN,24669.73,22684.4,Active,2021-12-28,Mid
8314,NAB-A00008314,5869,Premium,NGN,9297.83,2851.27,Active,2021-12-22,Low
8315,NAB-A00008315,5870,Savings,NGN,9844.85,6935.31,Active,2021-09-17,Low
8316,NAB-A00008316,5871,Premium,USD,24260.86,13146.88,Active,2021-01-06,Mid
8317,NAB-A00008317,5872,Fixed Deposit,ZAR,24270.35,20706.91,Active,2020-09-29,Mid
8318,NAB-A00008318,5873,Premium,USD,102367.36,74072.91,Active,2022-03-16,High
8319,NAB-A00008319,5873,Savings,USD,229500.9,138697.35,Active,2022-03-09,High
8320,NAB-A00008320,5873,Domiciliary,USD,50407.61,6658.38,Active,2022-03-13,Low
8321,NAB-A00008321,5874,Premium,GBP,10610.81,8230.38,Active,2021-07-23,Low
8322,NAB-A00008322,5875,Fixed Deposit,GBP,9160.33,2017.62,Dormant,2020-09-26,Low
8323,NAB-A00008323,5876,Current,GBP,4833.47,2038.08,Active,2020-11-24,Low
8324,NAB-A00008324,5877,Savings,USD,10354.45,7943.21,Active,2021-01-25,Low
8325,NAB-A00008325,5878,Domiciliary,NGN,10377.33,8998.77,Active,2022-11-20,Low
8326,NAB-A00008326,5879,Premium,NGN,9108.93,7342.63,Active,2022-11-17,Low
8327,NAB-A00008327,5880,Savings,NGN,9042.41,838.78,Dormant,2022-04-27,Low
8328,NAB-A00008328,5880,Current,NGN,4567.54,2941.23,Active,2022-05-09,Low
8329,NAB-A00008329,5881,Savings,USD,5159.37,598.82,Active,2019-03-06,Low
8330,NAB-A00008330,5882,Savings,NGN,22785.25,5182.14,Active,2023-12-25,Low
8331,NAB-A00008331,5883,Current,ZAR,5433.99,453.45,Active,2019-01-26,Low
8332,NAB-A00008332,5884,Savings,NGN,245597.2,111446.36,Active,2022-04-29,High
8333,NAB-A00008333,5885,Domiciliary,NGN,24076.56,6491.2,Active,2023-06-25,Low
8334,NAB-A00008334,5885,Current,NGN,242559.33,18193.98,Active,2023-06-13,Mid
8335,NAB-A00008335,5886,Current,GBP,10478.1,6039.25,Active,2020-09-13,Low
8336,NAB-A00008336,5887,Fixed Deposit,GBP,9033.68,2844.79,Active,2019-06-10,Low
8337,NAB-A00008337,5887,Savings,GBP,10092.14,6886.12,Active,2019-05-29,Low
8338,NAB-A00008338,5888,Savings,NGN,54405.92,36012.87,Active,2023-08-13,Mid
8339,NAB-A00008339,5889,Savings,NGN,4904.83,480.73,Closed,2019-01-14,Low
8340,NAB-A00008340,5890,Current,GBP,5092.7,2908.36,Suspended,2019-04-23,Low
8341,NAB-A00008341,5891,Premium,USD,5447.17,3108.53,Active,2023-10-19,Low
8342,NAB-A00008342,5891,Fixed Deposit,USD,10438.07,3956.05,Active,2023-10-29,Low
8343,NAB-A00008343,5892,Fixed Deposit,USD,9390.07,2185.82,Active,2020-10-26,Low
8344,NAB-A00008344,5893,Current,NGN,5225.31,1923.96,Active,2020-07-31,Low
8345,NAB-A00008345,5894,Current,NGN,227304.85,52394.85,Active,2020-04-29,High
8346,NAB-A00008346,5894,Savings,NGN,272006.08,249864.99,Active,2020-05-17,High
8347,NAB-A00008347,5895,Savings,GHS,25833.22,7740.92,Active,2023-01-07,Low
8348,NAB-A00008348,5896,Current,NGN,10274.11,8381.5,Dormant,2023-11-13,Low
8349,NAB-A00008349,5897,Premium,NGN,10263.14,3456.96,Active,2019-08-08,Low
8350,NAB-A00008350,5897,Current,NGN,10554.07,5663.53,Active,2019-07-18,Low
8351,NAB-A00008351,5898,Current,USD,10563.88,9755.26,Active,2019-09-22,Low
8352,NAB-A00008352,5899,Current,USD,23195.77,2823.17,Active,2019-03-18,Low
8353,NAB-A00008353,5900,Savings,USD,4621.48,3046.47,Active,2019-06-27,Low
8354,NAB-A00008354,5900,Savings,USD,26055.26,5357.88,Dormant,2019-06-23,Low
8355,NAB-A00008355,5901,Current,USD,5050.41,1232.01,Dormant,2021-12-22,Low
8356,NAB-A00008356,5902,Current,NGN,49661.6,10206.66,Active,2022-02-16,Mid
8357,NAB-A00008357,5903,Premium,USD,5128.0,3960.47,Active,2023-05-12,Low
8358,NAB-A00008358,5904,Premium,NGN,25102.55,6545.37,Active,2020-04-28,Low
8359,NAB-A00008359,5905,Savings,USD,23734.71,19773.35,Active,2022-11-08,Mid
8360,NAB-A00008360,5906,Current,USD,4744.08,2861.69,Dormant,2023-07-15,Low
8361,NAB-A00008361,5907,Savings,NGN,25001.47,19150.44,Active,2020-07-05,Mid
8362,NAB-A00008362,5907,Savings,NGN,10967.67,5202.56,Active,2020-07-06,Low
8363,NAB-A00008363,5908,Current,USD,4651.24,1317.93,Active,2023-08-05,Low
8364,NAB-A00008364,5909,Savings,NGN,5260.07,2845.29,Active,2020-06-15,Low
8365,NAB-A00008365,5909,Premium,NGN,10025.54,8321.86,Active,2020-06-17,Low
8366,NAB-A00008366,5910,Savings,USD,108141.98,97173.34,Active,2019-10-28,High
8367,NAB-A00008367,5910,Current,USD,104887.84,59853.17,Active,2019-10-27,High
8368,NAB-A00008368,5910,Current,USD,47107.74,41190.83,Active,2019-10-12,Mid
8369,NAB-A00008369,5911,Domiciliary,NGN,228093.33,113769.57,Active,2020-01-05,High
8370,NAB-A00008370,5911,Current,NGN,10391.08,7671.51,Closed,2020-01-03,Low
8371,NAB-A00008371,5911,Current,NGN,5332.99,2563.8,Active,2020-01-21,Low
8372,NAB-A00008372,5912,Current,GHS,104161.37,83289.14,Active,2022-05-11,High
8373,NAB-A00008373,5912,Savings,GHS,9216.84,5550.76,Active,2022-05-05,Low
8374,NAB-A00008374,5913,Current,NGN,104252.99,9420.98,Active,2020-09-28,Low
8375,NAB-A00008375,5914,Fixed Deposit,ZAR,10106.41,8386.33,Dormant,2020-02-12,Low
8376,NAB-A00008376,5915,Current,USD,90609.53,16346.37,Active,2019-03-05,Mid
8377,NAB-A00008377,5916,Savings,GHS,5206.08,3180.31,Active,2023-10-24,Low
8378,NAB-A00008378,5917,Savings,USD,23016.65,19781.98,Active,2019-07-21,Mid
8379,NAB-A00008379,5918,Savings,NGN,51672.97,44202.95,Dormant,2019-09-17,Mid
8380,NAB-A00008380,5919,Fixed Deposit,GHS,9773.31,890.88,Active,2022-10-11,Low
8381,NAB-A00008381,5919,Fixed Deposit,GHS,9859.46,6233.59,Active,2022-11-05,Low
8382,NAB-A00008382,5920,Savings,USD,22918.07,21651.44,Active,2022-07-06,Mid
8383,NAB-A00008383,5921,Fixed Deposit,USD,90841.47,22295.0,Active,2019-10-19,Mid
8384,NAB-A00008384,5922,Fixed Deposit,NGN,5007.6,3910.14,Dormant,2022-06-08,Low
8385,NAB-A00008385,5922,Savings,NGN,26023.56,12109.15,Active,2022-06-05,Mid
8386,NAB-A00008386,5923,Domiciliary,USD,9549.21,851.32,Active,2020-04-05,Low
8387,NAB-A00008387,5924,Savings,ZAR,47562.87,11057.81,Dormant,2022-07-26,Mid
8388,NAB-A00008388,5925,Domiciliary,GBP,47822.5,10933.95,Active,2023-01-18,Mid
8389,NAB-A00008389,5926,Current,USD,10749.06,7447.65,Active,2020-04-06,Low
8390,NAB-A00008390,5926,Savings,USD,10603.4,3440.33,Dormant,2020-04-17,Low
8391,NAB-A00008391,5927,Savings,NGN,4502.28,3236.49,Active,2023-06-16,Low
8392,NAB-A00008392,5927,Savings,NGN,10749.73,3110.8,Active,2023-06-01,Low
8393,NAB-A00008393,5928,Current,USD,9639.91,4085.89,Active,2019-10-19,Low
8394,NAB-A00008394,5929,Current,USD,9895.31,5211.42,Active,2019-05-28,Low
8395,NAB-A00008395,5930,Fixed Deposit,USD,54432.04,35054.47,Active,2023-08-02,Mid
8396,NAB-A00008396,5931,Domiciliary,NGN,10636.71,1049.48,Active,2021-10-26,Low
8397,NAB-A00008397,5932,Savings,USD,94885.12,15683.16,Active,2019-11-18,Mid
8398,NAB-A00008398,5933,Savings,NGN,4854.59,1180.98,Active,2022-05-24,Low
8399,NAB-A00008399,5933,Domiciliary,NGN,10199.96,1820.52,Active,2022-05-23,Low
8400,NAB-A00008400,5933,Premium,NGN,27088.01,16257.06,Active,2022-05-12,Mid
8401,NAB-A00008401,5934,Fixed Deposit,USD,9871.72,7860.78,Dormant,2020-05-06,Low
8402,NAB-A00008402,5935,Savings,NGN,5288.99,2628.96,Active,2019-09-21,Low
8403,NAB-A00008403,5936,Current,ZAR,24431.31,1363.69,Active,2021-09-26,Low
8404,NAB-A00008404,5937,Domiciliary,NGN,5087.01,4513.09,Active,2022-05-23,Low
8405,NAB-A00008405,5938,Domiciliary,USD,10537.95,6215.41,Active,2019-02-05,Low
8406,NAB-A00008406,5939,Current,NGN,4736.22,1197.42,Active,2019-12-04,Low
8407,NAB-A00008407,5940,Domiciliary,NGN,50772.98,15434.46,Active,2023-06-18,Mid
8408,NAB-A00008408,5941,Savings,USD,9172.89,8189.27,Active,2020-03-04,Low
8409,NAB-A00008409,5942,Current,NGN,10576.79,1961.39,Active,2020-04-28,Low
8410,NAB-A00008410,5943,Domiciliary,USD,25125.0,17155.52,Suspended,2023-02-25,Mid
8411,NAB-A00008411,5944,Fixed Deposit,USD,272786.65,247130.79,Active,2021-12-11,High
8412,NAB-A00008412,5944,Premium,USD,10584.72,3537.66,Active,2021-11-28,Low
8413,NAB-A00008413,5945,Savings,NGN,5273.19,4872.41,Active,2023-02-25,Low
8414,NAB-A00008414,5946,Domiciliary,NGN,270614.57,41996.01,Active,2021-07-28,Mid
8415,NAB-A00008415,5946,Current,NGN,10598.99,5706.93,Active,2021-08-15,Low
8416,NAB-A00008416,5947,Savings,NGN,4829.36,3217.15,Active,2019-01-29,Low
8417,NAB-A00008417,5948,Current,USD,10113.13,6089.88,Active,2023-11-07,Low
8418,NAB-A00008418,5948,Current,USD,27024.78,9043.83,Active,2023-10-25,Low
8419,NAB-A00008419,5949,Current,GHS,4888.73,1222.54,Active,2020-05-09,Low
8420,NAB-A00008420,5950,Savings,NGN,97388.09,86026.2,Active,2022-03-28,High
8421,NAB-A00008421,5950,Savings,NGN,45105.77,9790.92,Active,2022-04-06,Low
8422,NAB-A00008422,5951,Current,ZAR,4945.11,2491.0,Dormant,2021-11-13,Low
8423,NAB-A00008423,5951,Current,ZAR,101633.7,25348.09,Closed,2021-10-28,Mid
8424,NAB-A00008424,5952,Savings,NGN,9995.7,1789.43,Active,2023-09-15,Low
8425,NAB-A00008425,5952,Current,NGN,109115.45,83252.69,Suspended,2023-10-03,High
8426,NAB-A00008426,5953,Current,GBP,23971.91,2107.61,Dormant,2019-07-24,Low
8427,NAB-A00008427,5953,Premium,GBP,22754.93,14538.92,Suspended,2019-08-02,Mid
8428,NAB-A00008428,5954,Domiciliary,NGN,9492.6,3562.33,Active,2023-12-03,Low
8429,NAB-A00008429,5954,Fixed Deposit,NGN,108408.79,30035.9,Active,2023-11-18,Mid
8430,NAB-A00008430,5955,Fixed Deposit,USD,5240.19,1191.53,Active,2019-12-12,Low
8431,NAB-A00008431,5956,Current,NGN,9930.79,7096.52,Closed,2023-07-07,Low
8432,NAB-A00008432,5957,Current,USD,45019.19,23523.62,Active,2023-09-21,Mid
8433,NAB-A00008433,5958,Current,NGN,22721.47,10940.23,Active,2021-06-16,Mid
8434,NAB-A00008434,5959,Premium,NGN,52614.13,43114.06,Active,2021-02-08,Mid
8435,NAB-A00008435,5960,Fixed Deposit,NGN,10717.19,8737.6,Dormant,2022-04-05,Low
8436,NAB-A00008436,5961,Savings,USD,4713.48,587.71,Active,2019-05-21,Low
8437,NAB-A00008437,5961,Domiciliary,USD,51295.53,3712.92,Active,2019-05-17,Low
8438,NAB-A00008438,5962,Fixed Deposit,GBP,49648.74,7581.49,Active,2020-02-02,Low
8439,NAB-A00008439,5963,Current,NGN,25107.96,19580.25,Active,2023-08-29,Mid
8440,NAB-A00008440,5964,Premium,NGN,48989.22,33781.12,Dormant,2021-06-16,Mid
8441,NAB-A00008441,5964,Current,NGN,9303.09,8491.4,Active,2021-06-25,Low
8442,NAB-A00008442,5965,Current,USD,4749.98,3725.87,Active,2019-09-24,Low
8443,NAB-A00008443,5966,Domiciliary,GHS,23706.78,5920.78,Active,2021-01-07,Low
8444,NAB-A00008444,5967,Current,NGN,23347.86,16184.54,Active,2020-09-04,Mid
8445,NAB-A00008445,5968,Domiciliary,GBP,93057.39,65569.96,Active,2022-07-29,High
8446,NAB-A00008446,5968,Savings,GBP,10980.56,7989.74,Active,2022-08-17,Low
8447,NAB-A00008447,5968,Current,GBP,22763.59,17778.61,Active,2022-08-14,Mid
8448,NAB-A00008448,5969,Fixed Deposit,USD,9189.75,2497.43,Active,2021-08-22,Low
8449,NAB-A00008449,5970,Savings,USD,10844.02,4747.69,Active,2019-01-29,Low
8450,NAB-A00008450,5970,Current,USD,103245.21,82977.99,Active,2019-01-12,High
8451,NAB-A00008451,5971,Savings,ZAR,10545.44,9015.62,Active,2020-08-14,Low
8452,NAB-A00008452,5972,Fixed Deposit,USD,10348.83,4264.73,Active,2022-10-01,Low
8453,NAB-A00008453,5972,Current,USD,4714.35,2425.14,Active,2022-10-05,Low
8454,NAB-A00008454,5973,Savings,NGN,24600.3,20078.98,Active,2021-04-16,Mid
8455,NAB-A00008455,5974,Savings,GHS,27197.54,20357.28,Active,2021-06-03,Mid
8456,NAB-A00008456,5975,Savings,NGN,5059.94,4094.59,Active,2019-04-20,Low
8457,NAB-A00008457,5975,Fixed Deposit,NGN,238030.39,78327.0,Active,2019-03-26,High
8458,NAB-A00008458,5975,Premium,NGN,9440.53,8116.13,Active,2019-03-30,Low
8459,NAB-A00008459,5976,Savings,NGN,50952.22,37097.66,Active,2020-05-10,Mid
8460,NAB-A00008460,5977,Fixed Deposit,NGN,9904.92,1990.5,Active,2019-10-21,Low
8461,NAB-A00008461,5978,Domiciliary,NGN,24823.79,1268.0,Suspended,2022-04-27,Low
8462,NAB-A00008462,5979,Domiciliary,NGN,10200.22,1172.95,Active,2019-04-26,Low
8463,NAB-A00008463,5980,Savings,GBP,25860.79,22966.76,Dormant,2022-08-19,Mid
8464,NAB-A00008464,5981,Savings,USD,52197.02,3441.18,Active,2022-01-18,Low
8465,NAB-A00008465,5982,Domiciliary,NGN,9663.25,1676.1,Dormant,2022-01-19,Low
8466,NAB-A00008466,5983,Domiciliary,ZAR,10954.93,2543.04,Dormant,2021-01-14,Low
8467,NAB-A00008467,5983,Current,ZAR,23214.2,7028.39,Active,2021-01-25,Low
8468,NAB-A00008468,5984,Fixed Deposit,GBP,4682.92,3748.65,Active,2023-07-13,Low
8469,NAB-A00008469,5985,Fixed Deposit,NGN,52375.72,11768.59,Active,2019-10-24,Mid
8470,NAB-A00008470,5986,Savings,USD,26715.5,10008.91,Active,2023-04-06,Mid
8471,NAB-A00008471,5987,Current,GHS,24961.31,14682.82,Active,2022-12-24,Mid
8472,NAB-A00008472,5988,Current,GBP,27460.55,2347.73,Active,2022-05-31,Low
8473,NAB-A00008473,5989,Premium,NGN,23370.97,14625.05,Active,2022-10-07,Mid
8474,NAB-A00008474,5989,Domiciliary,NGN,10276.32,1533.44,Dormant,2022-09-25,Low
8475,NAB-A00008475,5989,Current,NGN,9476.19,3441.67,Active,2022-09-25,Low
8476,NAB-A00008476,5990,Current,NGN,10239.86,6200.07,Active,2022-07-26,Low
8477,NAB-A00008477,5991,Savings,USD,53118.94,30205.43,Active,2023-01-06,Mid
8478,NAB-A00008478,5992,Current,USD,4660.41,2160.5,Active,2021-01-03,Low
8479,NAB-A00008479,5992,Current,USD,105667.47,19548.19,Active,2021-01-05,Mid
8480,NAB-A00008480,5993,Current,NGN,5100.53,1406.66,Active,2022-01-13,Low
8481,NAB-A00008481,5994,Savings,NGN,23105.94,15870.16,Active,2021-05-18,Mid
8482,NAB-A00008482,5995,Current,USD,5440.21,2757.36,Active,2020-05-31,Low
8483,NAB-A00008483,5996,Domiciliary,GBP,9274.88,6059.71,Active,2019-12-18,Low
8484,NAB-A00008484,5997,Current,NGN,5311.12,325.62,Active,2020-08-28,Low
8485,NAB-A00008485,5997,Savings,NGN,5353.33,4125.59,Active,2020-08-31,Low
8486,NAB-A00008486,5998,Savings,NGN,47631.73,26702.84,Active,2023-07-19,Mid
8487,NAB-A00008487,5999,Current,ZAR,23892.07,8592.19,Active,2020-07-18,Low
8488,NAB-A00008488,6000,Savings,NGN,9106.71,1579.59,Active,2022-06-25,Low
8489,NAB-A00008489,6001,Fixed Deposit,GBP,4695.08,1205.74,Active,2022-10-16,Low
8490,NAB-A00008490,6002,Premium,USD,106790.77,17898.87,Active,2022-06-30,Mid
8491,NAB-A00008491,6002,Current,USD,9204.88,2234.62,Dormant,2022-06-18,Low
8492,NAB-A00008492,6003,Fixed Deposit,GHS,51409.4,43136.5,Active,2023-06-29,Mid
8493,NAB-A00008493,6004,Savings,USD,9900.97,7210.06,Active,2020-03-06,Low
8494,NAB-A00008494,6005,Savings,NGN,24323.69,6135.87,Active,2023-05-06,Low
8495,NAB-A00008495,6005,Savings,NGN,265528.63,19570.1,Active,2023-05-11,Mid
8496,NAB-A00008496,6006,Savings,NGN,24307.58,1412.15,Active,2022-05-10,Low
8497,NAB-A00008497,6007,Premium,USD,104964.95,92665.78,Active,2023-08-07,High
8498,NAB-A00008498,6008,Savings,GBP,9278.9,6839.31,Suspended,2023-01-20,Low
8499,NAB-A00008499,6008,Current,GBP,5066.1,3401.28,Active,2023-01-12,Low
8500,NAB-A00008500,6009,Current,USD,50150.14,44617.32,Active,2023-11-12,Mid
8501,NAB-A00008501,6009,Fixed Deposit,USD,4995.99,506.19,Active,2023-11-13,Low
8502,NAB-A00008502,6010,Savings,NGN,93682.69,38237.17,Active,2019-06-05,Mid
8503,NAB-A00008503,6011,Current,NGN,46003.97,30467.62,Active,2021-08-27,Mid
8504,NAB-A00008504,6012,Current,GBP,4701.28,1432.21,Active,2022-08-03,Low
8505,NAB-A00008505,6013,Savings,USD,25421.98,22043.09,Active,2020-01-31,Mid
8506,NAB-A00008506,6013,Current,USD,9496.49,7653.25,Active,2020-01-26,Low
8507,NAB-A00008507,6013,Savings,USD,24853.64,11562.07,Active,2020-02-12,Mid
8508,NAB-A00008508,6014,Savings,USD,22683.51,11089.55,Active,2023-10-16,Mid
8509,NAB-A00008509,6014,Current,USD,104801.74,72319.17,Active,2023-10-20,High
8510,NAB-A00008510,6015,Premium,NGN,106808.78,66141.84,Active,2021-04-22,High
8511,NAB-A00008511,6015,Premium,NGN,22694.21,3299.29,Active,2021-04-16,Low
8512,NAB-A00008512,6015,Domiciliary,NGN,103040.93,8869.99,Dormant,2021-04-20,Low
8513,NAB-A00008513,6016,Fixed Deposit,GHS,106822.64,97997.25,Active,2019-11-23,High
8514,NAB-A00008514,6016,Savings,GHS,250310.91,45417.51,Closed,2019-11-25,Mid
8515,NAB-A00008515,6017,Savings,NGN,24627.8,21596.54,Active,2019-10-11,Mid
8516,NAB-A00008516,6018,Current,USD,4967.05,2794.56,Suspended,2021-02-08,Low
8517,NAB-A00008517,6019,Savings,NGN,104774.15,84438.74,Active,2020-06-21,High
8518,NAB-A00008518,6020,Savings,USD,4563.29,1477.05,Active,2019-06-25,Low
8519,NAB-A00008519,6021,Savings,GHS,5306.43,4544.87,Suspended,2020-06-10,Low
8520,NAB-A00008520,6022,Savings,USD,5001.89,1307.47,Active,2023-03-25,Low
8521,NAB-A00008521,6023,Current,GBP,267080.9,141378.29,Suspended,2020-01-03,High
8522,NAB-A00008522,6023,Current,GBP,25613.28,16486.59,Active,2020-01-03,Mid
8523,NAB-A00008523,6024,Savings,USD,27372.94,3224.9,Active,2022-02-15,Low
8524,NAB-A00008524,6024,Fixed Deposit,USD,5069.01,3360.99,Active,2022-02-16,Low
8525,NAB-A00008525,6025,Domiciliary,USD,53212.76,13172.49,Dormant,2021-06-12,Mid
8526,NAB-A00008526,6025,Savings,USD,5335.01,635.22,Active,2021-07-08,Low
8527,NAB-A00008527,6026,Savings,NGN,9807.44,7926.71,Active,2020-11-30,Low
8528,NAB-A00008528,6026,Current,NGN,24931.82,9554.97,Active,2020-12-07,Low
8529,NAB-A00008529,6027,Fixed Deposit,USD,271141.06,38161.14,Active,2021-07-20,Mid
8530,NAB-A00008530,6028,Savings,USD,10812.06,8695.48,Active,2020-04-30,Low
8531,NAB-A00008531,6028,Fixed Deposit,USD,4601.66,3351.7,Active,2020-05-09,Low
8532,NAB-A00008532,6029,Current,USD,9447.9,7472.74,Active,2022-09-29,Low
8533,NAB-A00008533,6029,Savings,USD,97341.05,63264.65,Active,2022-10-05,High
8534,NAB-A00008534,6030,Current,NGN,51216.51,12259.19,Active,2023-06-24,Mid
8535,NAB-A00008535,6030,Savings,NGN,24372.52,14767.06,Active,2023-06-08,Mid
8536,NAB-A00008536,6031,Fixed Deposit,USD,5490.62,719.11,Closed,2021-07-26,Low
8537,NAB-A00008537,6032,Domiciliary,GBP,52559.57,28055.38,Active,2020-05-01,Mid
8538,NAB-A00008538,6032,Savings,GBP,22584.2,11876.88,Active,2020-05-11,Mid
8539,NAB-A00008539,6032,Fixed Deposit,GBP,108864.94,44549.53,Active,2020-04-23,Mid
8540,NAB-A00008540,6033,Fixed Deposit,USD,4888.29,1186.91,Active,2021-09-08,Low
8541,NAB-A00008541,6034,Current,NGN,4734.61,4398.94,Suspended,2020-09-20,Low
8542,NAB-A00008542,6034,Savings,NGN,10733.09,2432.88,Active,2020-10-03,Low
8543,NAB-A00008543,6035,Premium,GBP,53299.83,9895.67,Active,2022-10-31,Low
8544,NAB-A00008544,6036,Current,USD,10632.87,2558.71,Active,2023-04-25,Low
8545,NAB-A00008545,6036,Current,USD,9253.35,3000.41,Dormant,2023-05-01,Low
8546,NAB-A00008546,6037,Current,NGN,5226.17,4679.08,Closed,2022-12-03,Low
8547,NAB-A00008547,6038,Fixed Deposit,NGN,9902.11,6952.15,Active,2019-01-31,Low
8548,NAB-A00008548,6039,Savings,GBP,52354.46,47237.13,Active,2023-06-04,Mid
8549,NAB-A00008549,6039,Current,GBP,10425.69,6375.93,Dormant,2023-06-03,Low
8550,NAB-A00008550,6039,Savings,GBP,9571.13,7608.25,Active,2023-05-20,Low
8551,NAB-A00008551,6040,Current,USD,23982.83,4239.99,Suspended,2019-11-14,Low
8552,NAB-A00008552,6041,Current,NGN,23865.42,7218.91,Active,2022-03-10,Low
8553,NAB-A00008553,6042,Fixed Deposit,USD,5489.97,2374.26,Active,2023-08-19,Low
8554,NAB-A00008554,6042,Savings,USD,5049.27,4527.16,Active,2023-08-03,Low
8555,NAB-A00008555,6043,Current,USD,10181.75,7471.17,Active,2019-06-11,Low
8556,NAB-A00008556,6044,Savings,ZAR,26609.66,2118.58,Dormant,2022-10-08,Low
8557,NAB-A00008557,6044,Savings,ZAR,10113.07,7904.14,Active,2022-10-16,Low
8558,NAB-A00008558,6045,Savings,NGN,23269.15,15155.86,Active,2023-03-16,Mid
8559,NAB-A00008559,6046,Domiciliary,NGN,53496.76,29524.36,Dormant,2020-11-10,Mid
8560,NAB-A00008560,6047,Fixed Deposit,NGN,10142.84,5657.72,Active,2020-02-08,Low
8561,NAB-A00008561,6048,Current,NGN,93738.82,56257.15,Active,2022-11-01,High
8562,NAB-A00008562,6049,Fixed Deposit,NGN,10223.76,9482.76,Active,2021-02-06,Low
8563,NAB-A00008563,6050,Savings,ZAR,4572.3,3764.94,Active,2023-05-14,Low
8564,NAB-A00008564,6051,Fixed Deposit,NGN,46726.91,11050.22,Active,2020-03-16,Mid
8565,NAB-A00008565,6052,Savings,NGN,10699.52,8184.37,Active,2021-03-20,Low
8566,NAB-A00008566,6053,Savings,NGN,10757.75,8557.65,Active,2019-05-22,Low
8567,NAB-A00008567,6053,Premium,NGN,4834.38,915.22,Active,2019-05-26,Low
8568,NAB-A00008568,6054,Savings,GHS,233802.07,138947.29,Suspended,2020-08-03,High
